name,email,phone,address,experience_years,rating,popularity,accessibility,reliability,legal_issues
Bath PLC Foundation,nchakraborty@krish.com,7915627034,"H.No. 49, Ramanathan, Jhansi 432420",17,3.5,low,difficult,medium,property_dispute|domestic_violence
Sura and Sons Foundation,muttiyasti@ghose.net,6785085711,"H.No. 53, Bose Chowk, Thiruvananthapuram 135977",19,4.37,high,moderate,medium,FIR_denial
"Wason, Bhatt and Loyal Foundation",fitanbala@sehgal-varghese.org,+910671365167,"10/15, Kamdar Zila, Ajmer 011388",1,3.17,low,difficult,medium,bribery_corruption
Sachar-Rastogi Foundation,hpandya@koshy.com,2443629557,"530, Sinha, Vadodara-726239",18,4.39,medium,easy,low,rent_eviction|property_dispute
"Goswami, Kumer and Palla Foundation",ryanmandal@golla.info,5957915322,"746, Sangha Marg, Dewas 918188",25,3.87,high,easy,high,labor_rights_violation|rent_eviction|cyber_bullying
"Banerjee, Dhingra and Lad Foundation",sarkarnaveen@dubey.biz,9930927179,"87/12, Lad Marg, New Delhi 310137",9,4.63,medium,easy,medium,FIR_denial|consumer_rights
"Sekhon, Ravel and Lata Foundation",neeledwin@devan.net,0233602045,"H.No. 73, Bansal Road, Kochi-552004",23,4.87,medium,moderate,low,FIR_denial|workplace_discrimination|dowry|cyber_crime
Seth-Bal Foundation,somanpanini@minhas.com,05246903910,"86/82, Garde Ganj, Anantapur-096503",30,4.56,medium,easy,low,bribery_corruption|property_dispute|domestic_violence
Raval-More Foundation,xmalhotra@munshi.biz,05273590355,"51/626, Wable Marg, Moradabad 803231",20,4.35,low,difficult,high,FIR_denial|harassment|consumer_rights
"Sarin, Palla and Pau Foundation",kalpitsant@dutta.com,09206732677,"847, Sanghvi Chowk, Bhopal-769848",38,3.78,low,easy,high,rent_eviction
Sampath Group Foundation,gjohal@lalla-comar.org,+916852318916,"53, Manda Nagar, Vasai-Virar-256945",26,3.22,medium,difficult,high,property_dispute|consumer_rights|cyber_bullying
Panchal Ltd Foundation,champaknigam@mishra.net,+910148797681,"48/33, Dixit Road, Nagpur-376701",16,4.71,medium,moderate,medium,labor_rights_violation|consumer_rights|rent_eviction
"Karnik, Rout and Gala Foundation",pahalravi@ram.com,9734966814,"153, Narain Nagar, Buxar-300193",28,4.2,high,easy,high,property_dispute|consumer_rights|child_custody
"Padmanabhan, Sood and Vasa Foundation",xchander@oommen.com,06921734423,"92/674, Bala Street, Moradabad 041867",42,3.82,medium,difficult,medium,labor_rights_violation|FIR_denial|harassment|cyber_crime
Mitter PLC Foundation,hpandey@korpal.com,09459391575,"773, Sathe, Tumkur-716809",3,5.0,high,difficult,medium,FIR_denial|property_dispute
"Chaudhary, Patel and Bava Foundation",zhans@kakar.com,+916697591643,"H.No. 80, Johal Ganj, Gorakhpur-514230",30,3.84,medium,difficult,high,domestic_violence|labor_rights_violation|property_dispute
Nayak-Buch Foundation,shivani72@baral-dey.com,00508824251,"02/05, Deshmukh Road, Haridwar 061730",50,3.92,high,moderate,high,property_dispute|cyber_bullying|bribery_corruption|cyber_crime
Rau-Gaba Foundation,oboase@kakar.info,02079845449,"H.No. 709, Mistry, Katihar-545480",4,3.83,low,easy,high,domestic_violence|cyber_bullying|child_custody|bribery_corruption
Kar Inc Foundation,benkritika@prashad.com,05505900624,"H.No. 118, Soman, Jalgaon-063749",46,4.36,medium,moderate,high,cyber_bullying|property_dispute|harassment
"Kannan, Saraf and Lal Foundation",yadavladli@nayar.com,3896493847,"H.No. 90, Nagy Chowk, Mahbubnagar 557859",25,3.48,high,moderate,medium,labor_rights_violation|FIR_denial|cyber_bullying
"Jhaveri, Balay and Viswanathan Foundation",csarma@pai.info,+918707516513,"46, Majumdar Ganj, Sangli-Miraj & Kupwad 003091",18,4.78,low,moderate,high,labor_rights_violation|child_custody|workplace_discrimination|FIR_denial
Ram and Sons Foundation,tara71@gaba-oak.com,6068767402,"659, Pai Circle, Aligarh-812571",40,3.59,medium,easy,medium,cyber_crime
"Yohannan, Patel and Saini Foundation",pganesh@sura-walia.info,00090927824,"H.No. 709, Kala Street, Avadi 736279",20,3.69,medium,difficult,medium,rent_eviction|dowry
"Taneja, Solanki and Raju Foundation",modydipta@seth-hegde.com,6936246895,"H.No. 92, Mangal Path, Anand-305201",10,4.66,medium,easy,low,harassment|consumer_rights|child_custody
"Ray, Kurian and Ram Foundation",nitara07@iyer.com,+917567562704,"H.No. 37, Kothari Chowk, Madurai-940137",41,3.2,high,moderate,low,domestic_violence|FIR_denial|dowry|labor_rights_violation
Das-Bali Foundation,zsoni@gola-sastry.com,+916037982230,"38, Sandhu Circle, Rajpur Sonarpur 611367",9,3.38,high,moderate,low,child_custody
Bhattacharyya Group Foundation,baljiwan71@oak.com,+915840689738,"29/51, Iyengar Path, Dewas 393069",41,3.6,high,difficult,high,harassment|dowry|domestic_violence
Mallick-Kakar Foundation,sarthak75@dutta.com,8024537091,"23/21, Kumar Street, Shimla 429995",13,4.04,high,easy,high,cyber_crime|property_dispute|dowry
Vyas Inc Foundation,mahajanjalsa@hari.com,+911996598048,"76/07, Bal Nagar, Durg-889119",28,3.32,low,difficult,medium,domestic_violence|dowry|workplace_discrimination
"Parsa, Gole and Gade Foundation",xavierwalia@hora.net,7477669361,"22/80, Sampath, Eluru-628250",4,4.47,medium,moderate,low,rent_eviction|property_dispute|child_custody
Madan and Sons Foundation,udora@kapur.net,03357103974,"20, Tailor Ganj, Asansol-653815",28,3.47,low,moderate,medium,domestic_violence|FIR_denial|bribery_corruption
"Gour, Balay and Bhattacharyya Foundation",mohammed33@saxena.info,3928682944,"33/98, Shroff Nagar, Tiruvottiyur 171414",23,3.54,low,difficult,high,consumer_rights
Khosla Inc Foundation,champak80@pingle.com,+916980700123,"H.No. 11, Guha Circle, Khora  473376",15,3.95,high,moderate,low,cyber_crime
Bhakta-Mutti Foundation,tanish20@kamdar-aurora.com,9157704092,"H.No. 28, Deshmukh Chowk, Kalyan-Dombivli-738251",22,4.31,medium,easy,high,workplace_discrimination|bribery_corruption|domestic_violence|rent_eviction
Khare Group Foundation,malldaksh@narayanan.com,4123039439,"24, Rege, Thoothukudi 251123",37,4.88,low,difficult,low,cyber_crime|bribery_corruption
Garg PLC Foundation,hmallick@lalla.com,+913918713877,"04/86, Desai, Jaipur 050806",4,4.95,medium,difficult,low,harassment|domestic_violence
Roy Group Foundation,qsubramaniam@mann.net,0860417605,"458, Mahajan, Dhule-208827",49,3.42,medium,easy,high,cyber_bullying|FIR_denial|harassment
"Contractor, Kunda and Saraf Foundation",kalakaran@narayanan-palla.com,9011169123,"84/825, Virk Path, Ambattur-057931",29,4.92,high,difficult,medium,harassment|cyber_crime|dowry
"Tella, Dhillon and Jayaraman Foundation",nsetty@yogi.com,+914754648268,"354, Boase Circle, Jaipur-992809",14,3.31,low,easy,low,cyber_crime
Srivastava Group Foundation,pchaudhry@mannan.com,02266116468,"88/153, Dada Zila, Fatehpur 249988",42,3.65,medium,moderate,high,consumer_rights
"Thakkar, Natt and Ratti Foundation",parth76@choudhury.com,05800002287,"53/75, Kade Circle, Satara 059902",28,4.58,medium,difficult,medium,cyber_crime
Tiwari-Thakur Foundation,kaichaudhry@dada-mohan.info,+915208866253,"143, Bath Marg, Bijapur 429415",21,4.34,high,difficult,low,cyber_crime|dowry
Sundaram Ltd Foundation,yagneshcomar@handa.info,07572561223,"30, Wadhwa Road, Noida 366005",24,4.54,medium,easy,medium,labor_rights_violation|harassment
"Sagar, Nagar and Bansal Foundation",hemagandhi@mistry-nigam.com,0753302781,"07, Parmar Chowk, Mirzapur-913841",8,3.26,low,easy,low,cyber_bullying|bribery_corruption|dowry
"Narang, Kaul and Mammen Foundation",sonielijah@nadkarni.com,+915777292261,"47/32, Pathak Ganj, Katihar-343170",35,4.0,low,easy,low,consumer_rights|property_dispute|harassment
Gulati and Sons Foundation,bdara@sekhon.com,9772853925,"23/729, Bal Ganj, Bhagalpur 904110",8,4.81,low,easy,medium,harassment|workplace_discrimination
Upadhyay PLC Foundation,vartyyagnesh@chandran.com,0777398237,"11, Bera Nagar, Bhagalpur 574221",23,4.87,low,easy,high,cyber_bullying|cyber_crime|rent_eviction|consumer_rights
"Manda, Prabhu and Gulati Foundation",sanikiaan@palla-karnik.net,+915822559212,"50/269, Murthy Path, Bokaro 226780",12,3.81,low,difficult,high,workplace_discrimination|child_custody
"Arya, Chowdhury and Sethi Foundation",vasanamammen@bajaj.org,4627808309,"H.No. 49, Dewan Circle, Belgaum-685996",3,4.39,low,difficult,low,property_dispute|child_custody|rent_eviction|workplace_discrimination
Saini and Sons Foundation,vincent01@bhatnagar-sami.com,07019049897,"73/669, Varughese Chowk, Hajipur 465639",43,4.85,low,moderate,high,cyber_crime|consumer_rights
"Parmar, Sood and Suresh Foundation",oommenria@sodhi.biz,07746214093,"19, Nadig Ganj, Giridih-485940",34,3.04,high,difficult,high,workplace_discrimination|child_custody|FIR_denial|domestic_violence
"Palan, Minhas and Kala Foundation",rajishwar@bhandari.net,08674799204,"08/382, Atwal Marg, Bhubaneswar 318183",48,4.93,medium,moderate,medium,cyber_bullying|property_dispute
"Ben, Dutta and Garg Foundation",daksheshnarula@jaggi-rout.com,07559153781,"H.No. 24, Atwal Street, Rourkela-753556",37,4.6,medium,easy,low,property_dispute|bribery_corruption|dowry|cyber_bullying
Krishna-Jayaraman Foundation,saranronith@lall.com,+914948983305,"284, Pillay Street, Surat 172321",13,3.27,high,moderate,high,consumer_rights
Wadhwa-Verma Foundation,gbir@zacharia.net,+918437966778,"326, Tak Ganj, Satara 286875",45,4.01,low,difficult,high,FIR_denial
Sarkar LLC Foundation,sainisamesh@chhabra-koshy.org,04459080479,"H.No. 22, Dada Path, Pimpri-Chinchwad 886245",38,4.79,medium,difficult,low,FIR_denial
Kannan-Patla Foundation,shrofffrado@singh.org,+916632886874,"70/98, Seth Road, Alwar-420614",22,4.6,low,moderate,high,workplace_discrimination|rent_eviction
"Tak, Raja and Narula Foundation",mmerchant@kumer-nagarajan.com,8688956423,"78, Thakkar Street, Singrauli 306993",48,3.61,medium,difficult,medium,rent_eviction|FIR_denial|cyber_crime
"Narula, Walla and Chatterjee Foundation",dnayak@suri.com,02751416554,"30/800, Raj Nagar, Guntur-814481",50,4.18,high,moderate,high,consumer_rights
Thakur LLC Foundation,umang03@parsa.info,03408366208,"H.No. 30, Natt Circle, Kharagpur-725117",22,3.66,medium,difficult,medium,harassment|child_custody|labor_rights_violation
Bedi-Setty Foundation,oscardyal@krishnan-choudhury.com,4036163504,"59/00, Choudhary, Hapur 499956",12,3.03,low,difficult,medium,property_dispute|labor_rights_violation|consumer_rights|domestic_violence
Karan-Nazareth Foundation,balveer25@ranganathan-suresh.com,+915150707584,"H.No. 773, Raj Nagar, Guwahati 454383",44,3.35,high,moderate,medium,child_custody|cyber_crime|domestic_violence
Mitter and Sons Foundation,rrau@pau.com,+914783375225,"H.No. 75, Sheth Road, Mangalore-490597",23,3.05,medium,moderate,high,FIR_denial
Bhandari PLC Foundation,ksamra@bansal.net,+912506776081,"992, Verma Street, Parbhani-082817",20,4.82,medium,moderate,medium,FIR_denial|rent_eviction|consumer_rights|harassment
"Sem, Soman and Rai Foundation",anandguneet@singhal-gill.com,+915487184157,"981, Prabhu Path, Shahjahanpur 161967",8,4.66,medium,easy,high,domestic_violence|labor_rights_violation
Ramaswamy-Sandhu Foundation,gandhisaumya@atwal.org,06818952265,"70, Johal Ganj, Gandhidham-893649",35,3.88,medium,easy,medium,property_dispute|consumer_rights|domestic_violence|child_custody
Vohra-Venkataraman Foundation,ranbir62@viswanathan.com,07316255732,"46/31, Loyal Marg, Shivpuri 705054",41,3.84,high,difficult,medium,cyber_bullying|dowry|workplace_discrimination|domestic_violence
"Chowdhury, Bhatt and Nori Foundation",bhavikanarasimhan@butala-bhatti.com,8760906267,"03/22, Nadig Ganj, Erode-979882",17,4.98,high,moderate,low,domestic_violence|cyber_crime|harassment
Dube-Borra Foundation,avnisrinivas@vohra-merchant.com,1828829826,"H.No. 010, Aggarwal Path, Bidhannagar-764761",14,4.5,high,easy,medium,FIR_denial
Chandran LLC Foundation,trivediandrew@barman.com,01076236525,"739, Barman Circle, Akola 758769",33,4.23,high,difficult,low,cyber_crime|bribery_corruption|cyber_bullying|labor_rights_violation
Anne Ltd Foundation,singhalcharvi@bose-koshy.com,07058156764,"38/08, Chandran Street, Nagercoil 469205",17,3.9,high,difficult,low,child_custody|bribery_corruption|property_dispute
Sampath-Bava Foundation,dpal@wagle.com,+914649166313,"24/984, Devi Marg, Ambala 764126",21,4.96,low,difficult,high,domestic_violence|labor_rights_violation|consumer_rights|dowry
Chandra Inc Foundation,nsanghvi@wali.com,+917121581572,"H.No. 60, Walla Road, Panchkula 449123",2,4.16,low,moderate,high,child_custody|dowry
Puri Inc Foundation,chadavivaan@samra.com,+914355234028,"10, Pai Chowk, Muzaffarpur 564819",45,4.07,high,moderate,medium,cyber_bullying|domestic_violence|property_dispute
Koshy-Choudhary Foundation,rbumb@sarraf-sachdeva.biz,1341839113,"H.No. 03, Sha Road, Giridih-526638",28,4.83,low,difficult,high,cyber_crime
Bhat Inc Foundation,pkothari@sandal.com,6511251684,"54/522, Sankaran Chowk, Gurgaon-631138",26,4.64,high,moderate,high,cyber_bullying|consumer_rights
Dyal-Mohanty Foundation,upatel@kata.biz,+914796692697,"41/474, Saraf Chowk, Saharanpur 499153",7,3.89,low,easy,medium,FIR_denial|cyber_bullying
"Mukherjee, Palla and Rai Foundation",halderriya@kibe-munshi.com,06351742172,"237, Swamy Circle, Avadi-110955",47,3.74,low,difficult,high,bribery_corruption
Kata Ltd Foundation,ekanshsarraf@mallick.com,2360891731,"75, Deol Street, Surendranagar Dudhrej-613885",15,4.39,high,difficult,high,property_dispute|bribery_corruption|harassment
"Peri, Mall and Wagle Foundation",veerdash@kapadia.com,3370965580,"583, Keer Marg, North Dumdum-157220",29,3.59,high,difficult,low,rent_eviction|harassment
Rana-Dhaliwal Foundation,radhakrishnanraksha@mishra-choudhry.com,00157878482,"43/96, Roy Marg, Tiruppur 722207",23,4.86,low,moderate,medium,labor_rights_violation|property_dispute
Chopra-Pandit Foundation,liamsalvi@bhatia.biz,5187969922,"H.No. 74, Rana Road, Bharatpur-406705",44,4.71,low,difficult,medium,rent_eviction|child_custody|labor_rights_violation
Aggarwal-Naidu Foundation,tanejadaksha@tank-merchant.biz,+911493009673,"H.No. 733, Prakash Nagar, Nellore-752577",34,4.44,low,easy,medium,labor_rights_violation|FIR_denial
Agarwal-Dar Foundation,tara73@bandi-chada.net,7928551826,"H.No. 69, Rana Nagar, Kakinada-905945",26,3.39,high,difficult,high,harassment|labor_rights_violation
"Chahal, Sidhu and Yohannan Foundation",sverma@dixit-gulati.org,+911001659813,"25, Sangha Path, Ambala 697463",6,3.51,low,easy,medium,cyber_crime|consumer_rights
"Manne, Buch and Pandit Foundation",menonmekhala@karan.biz,08638754898,"676, Bains Street, Pudukkottai 048830",5,4.98,medium,difficult,low,harassment|FIR_denial|bribery_corruption|child_custody
"Divan, Issac and Jhaveri Foundation",mahalbalvan@kari.com,05790262623,"459, Panchal Chowk, Panihati 770597",35,3.2,high,easy,high,child_custody|harassment
"Arora, Modi and Wali Foundation",xreddy@handa.net,+911940794949,"H.No. 48, Mital Road, Thane-725483",27,3.14,high,easy,medium,workplace_discrimination|property_dispute|cyber_crime|consumer_rights
Sandal Inc Foundation,ydora@bandi.com,3879426002,"76/469, Rajagopal, Bidhannagar 190682",9,3.39,high,moderate,medium,labor_rights_violation
Devan Group Foundation,pradhanikshita@oommen.com,06754916433,"95/995, Lal Path, Jalna-687694",27,4.49,high,moderate,low,workplace_discrimination
"Doctor, Krishna and Bhardwaj Foundation",chatresh93@bobal.com,+918099661502,"24/04, Dara, Hindupur 016132",47,4.91,low,difficult,high,cyber_crime|labor_rights_violation|workplace_discrimination|cyber_bullying
"De, Venkatesh and Dixit Foundation",aarush67@nazareth.com,7675962639,"307, Saran Marg, Katni-275436",19,4.9,medium,moderate,medium,child_custody|labor_rights_violation|rent_eviction
"Palan, Reddy and Din Foundation",xalak52@naidu.com,+911952600837,"177, Pillai Nagar, Dharmavaram-375916",3,3.45,medium,moderate,low,workplace_discrimination|dowry|labor_rights_violation|FIR_denial
Pai Group Foundation,rishi44@gera-ray.biz,2209957889,"H.No. 013, Grewal Nagar, Vasai-Virar 682549",26,4.5,low,easy,medium,domestic_violence
Setty Inc Foundation,opatel@koshy.com,+910652489813,"H.No. 61, Sethi Street, Vadodara-165427",9,3.46,low,easy,medium,FIR_denial|labor_rights_violation
"Sarraf, Kala and Vaidya Foundation",zsaraf@mannan.net,3497696706,"518, Rajan Nagar, Jammu 150804",21,3.32,high,moderate,high,labor_rights_violation
Dhillon-Thakur Foundation,bhavikabhatti@sengupta.com,+913570962738,"H.No. 572, Nagarajan Marg, Raipur-421873",50,4.45,low,easy,medium,domestic_violence
Wable LLC Foundation,rsuresh@sood-sinha.com,3786132977,"H.No. 368, Aurora Marg, Kozhikode 247267",3,3.37,low,difficult,low,consumer_rights|cyber_bullying|dowry
"Dube, Jani and Mukhopadhyay Foundation",darikaarora@dhar-kapur.com,05658003519,"48/12, Purohit Street, Hazaribagh-640490",18,4.98,low,difficult,low,FIR_denial|dowry|harassment|rent_eviction
Atwal PLC Foundation,pallakavya@narang.net,4616922626,"69, Mohan Street, Satara 966334",10,3.27,low,difficult,medium,harassment|labor_rights_violation|FIR_denial|consumer_rights
Parsa-Mutti Foundation,lhalder@shanker.com,7808738585,"719, Bhavsar Marg, Ahmedabad-121762",39,3.03,low,difficult,medium,child_custody
Khalsa and Sons Foundation,ybedi@subramaniam.info,09365669676,"64/72, Nadig Nagar, Thoothukudi 130827",6,4.0,low,moderate,medium,harassment|rent_eviction|cyber_crime
Sethi-Chana Foundation,zehaan22@borde.org,01930392762,"48/57, Sahota Marg, Raebareli-531493",4,4.73,high,difficult,high,labor_rights_violation|cyber_crime|workplace_discrimination
"Shanker, Dhar and Date Foundation",bkala@kaul-bala.net,0741186334,"09/13, Mohan Circle, Rohtak 846604",39,3.96,high,easy,low,bribery_corruption
"Raman, Memon and Mani Foundation",lchaudhary@goswami.com,4385929548,"H.No. 74, Sheth Chowk, Bahraich-740045",1,4.5,low,difficult,low,property_dispute|workplace_discrimination
Hora Group Foundation,omishashetty@manne.com,04904998158,"74, Mahal Ganj, Satara-127374",23,3.32,low,moderate,low,harassment
"Saha, Bal and Gopal Foundation",elijah68@saini-dey.com,+913557786057,"H.No. 74, Mangat Nagar, Ulhasnagar 364938",15,4.42,medium,moderate,low,domestic_violence
"Pandey, Khatri and Sekhon Foundation",chaman42@bose.net,+910441483796,"H.No. 729, Oza Nagar, Thrissur-050979",7,3.19,medium,moderate,medium,property_dispute|domestic_violence|bribery_corruption
"Seshadri, Varma and Sodhi Foundation",atharvkala@oza-bawa.org,03113580303,"467, Sundaram Path, Madanapalle 769164",40,3.09,medium,difficult,medium,domestic_violence|child_custody|cyber_bullying|workplace_discrimination
Ben-Lanka Foundation,dateharsh@tailor.info,1039018264,"H.No. 73, Kakar Nagar, Bilaspur-791983",34,3.83,high,difficult,low,labor_rights_violation|domestic_violence
